statuses_count,followers_count,friends_count,favourites_count,listed_count,account_type,url_present_0,url_present_1,location_present_0,location_present_1,default_profile_present_0,default_profile_present_1,geo_enabled_present_0,geo_enabled_present_1,profile_banner_url_present_0,profile_banner_url_present_1,profile_use_background_image_present_0,profile_use_background_image_present_1,description_num_char,description_contains_link_False,description_contains_link_True,avg_retweets,avg_favorites,avg_length,median_day_of_tweeting,median_time_of_tweeting
0.058139012445522754,0.025108738631870305,0.1498371335504886,0.028289891926255563,0.12698412698412698,1,0,1,0,1,1,0,0,1,0,1,0,1,0.6534090909090908,1,0,0.0027408636860610084,5.494221488695459e-05,0.3932715028056487,0.625,0.7083333333333333
0.28485420317203575,0.029458283906682484,0.22747014115092293,0.001589319771137953,0.23809523809523808,1,0,1,0,1,1,0,0,1,0,1,0,1,0.3806818181818182,1,0,0.001551381665034579,3.61321566476804e-05,0.4231595431344793,0.5,0.5416666666666666
0.03288852945140854,0.008402530644523527,0.18349619978284473,0.0050858232676414495,0.047619047619047616,1,0,1,0,1,1,0,0,1,0,1,0,1,0.23295454545454547,1,0,0.003821369071756342,8.909468174752932e-06,0.4813059007633465,0.625,0.7083333333333333
0.4695601383834299,0.12504942665085014,0.1753528773072747,0.012078830260648443,0.38095238095238093,1,0,1,0,1,1,0,0,1,0,1,0,1,0.8522727272727273,0,1,0.0003007867946566191,5.261919470671195e-05,0.5419152121648901,0.625,0.6666666666666666
0.12508424315945543,0.02530644523527086,0.47394136807817594,0.09027336300063572,0.031746031746031744,1,0,1,0,1,1,0,1,0,1,0,0,1,0.2840909090909091,1,0,0.0009773048323402339,1.7274471475636286e-06,0.5204271328727,0.625,0.6666666666666666
0.03697713079031316,0.004250691973111902,0.05917480998914224,0.001589319771137953,0.015873015873015872,1,1,0,0,1,1,0,1,0,1,0,0,1,0.07954545454545456,1,0,0.002804035792605762,1.1305018635209847e-05,0.4599831363575222,0.625,0.6249999999999999
0.019858920788965267,0.007809410834321867,0.14060803474484257,0.0,0.047619047619047616,1,0,1,0,1,0,1,1,0,1,0,0,1,0.24431818181818182,1,0,0.00078361043301723,0.0,0.4861363480105684,0.5,0.6249999999999999
0.015725389765017746,0.008501383946223804,0.07111834961997829,0.036872218690400506,0.047619047619047616,1,1,0,0,1,1,0,0,1,0,1,0,1,0.8522727272727273,1,0,0.0018169931193010753,3.1808650724026344e-05,0.5296593136800182,0.625,0.6249999999999999
0.1659702565485016,0.03884934756820878,0.5684039087947883,0.0019071837253655435,0.12698412698412698,1,0,1,0,1,1,0,1,0,1,0,0,1,0.8977272727272727,1,0,3.970150863733376e-05,2.577293722099087e-06,0.5732482658650739,0.5,0.7083333333333333
0.4351889293256054,0.020561486753657574,0.10640608034744843,0.06961220597584233,0.06349206349206349,1,0,1,1,0,1,0,0,1,0,1,0,1,0.42045454545454547,1,0,0.002039609028631139,1.82961267099755e-05,0.5460991023840289,0.5,0.7916666666666666
0.7380599361998472,0.05486358244365362,0.40988056460369166,0.0025429116338207248,0.2857142857142857,1,0,1,0,1,1,0,0,1,0,1,0,1,0.2840909090909091,0,1,0.00033525262676901226,1.547695385516445e-05,0.41673663926625126,0.625,0.8333333333333333
0.045199263153165296,0.008402530644523527,0.06568946796959826,0.006039415130324221,0.015873015873015872,1,0,1,0,1,1,0,0,1,0,1,0,1,0.42045454545454547,1,0,0.003614453811623286,8.323685191948244e-06,0.44818125808515075,0.5,0.6666666666666666
0.050411106618142604,0.02965599051008304,0.5162866449511401,0.0025429116338207248,0.09523809523809523,1,0,1,0,1,1,0,0,1,1,0,0,1,0.17613636363636365,1,0,0.03972737954983794,1.2438543230986236e-05,0.42343561234812843,0.625,0.5833333333333333
0.062272543469470275,0.008699090549624358,0.1449511400651466,0.033693579148124604,0.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0.13636363636363638,1,0,0.0011742956201752266,2.3111501901151146e-05,0.4568524670436135,0.5,0.5833333333333333
0.6903446106842791,0.37692763938315543,0.8170466883821933,0.17482517482517482,1.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0.6818181818181818,0,1,0.004384612174905271,0.00019803288752083526,0.4070269343828525,0.625,0.6249999999999999
0.10073235386619939,0.05456702253855279,0.7850162866449512,0.004132231404958678,0.12698412698412698,1,1,0,0,1,1,0,0,1,1,0,0,1,0.8238636363636364,1,0,0.0006806271751735394,9.166532351505128e-06,0.5407805786949158,0.625,0.5416666666666666
0.18641326324302465,0.027580071174377226,0.03474484256243214,0.006357279084551812,0.3492063492063492,1,1,0,0,1,1,0,1,0,0,1,0,1,0.6193181818181818,1,0,0.0001844408181657389,2.0144822875794596e-06,0.37735035625939023,0.5,0.7499999999999999
0.3766904793997394,0.24970344009489917,0.16232356134636267,0.37444373808010173,0.6507936507936507,1,0,1,0,1,1,0,0,1,0,1,0,1,0.8409090909090908,1,0,0.014846518490547878,0.0004291160727401999,0.5253837216970608,0.625,0.7916666666666666
0.027496967246259604,0.009885330170027679,0.14060803474484257,0.007628734901462174,0.031746031746031744,1,1,0,0,1,1,0,0,1,1,0,0,1,0.18181818181818182,1,0,0.00047029792302001193,1.2242145179970663e-05,0.4337895147143733,0.625,0.7083333333333333
0.029653592128319178,0.012455516014234875,0.2209554831704669,0.0,0.0,1,0,1,0,1,1,0,0,1,1,0,1,0,0.1534090909090909,1,0,0.0003821733237556852,0.0,0.41045624930108865,0.625,0.6249999999999999
0.10221503347261535,0.01631079478054567,0.15472312703583063,0.057533375715193895,0.06349206349206349,1,1,0,0,1,1,0,1,0,1,0,0,1,0.08522727272727273,1,0,0.023086425197231975,3.667221877649316e-05,0.50302658505459,0.5,0.5833333333333333
0.15954531158736576,0.00860023724792408,0.09446254071661238,0.0022250476795931343,0.031746031746031744,1,0,1,0,1,1,0,0,1,0,1,0,1,0.5681818181818181,0,1,0.00016130160677555022,7.470808794200751e-06,0.29889791259268716,0.625,0.6666666666666666
0.012670171182100013,0.0011862396204033216,0.01954397394136808,0.0019071837253655435,0.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.3295454545454546,1,0,0.00044262188459168243,4.35080555316943e-05,0.4140429516463636,0.625,0.7083333333333333
0.02215033472615357,0.004646105179913009,0.04343105320304018,0.007628734901462174,0.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0.19886363636363638,1,0,0.0018602858944842585,9.455315382904171e-06,0.4143529736766728,0.625,0.5833333333333333
0.04546884126342274,0.02797548438117833,0.1454940282301846,0.004767959313413859,0.047619047619047616,1,0,1,0,1,1,0,1,0,0,1,0,1,0.9034090909090909,1,0,0.0012786970385416127,2.3167406217075955e-05,0.49878379286327723,0.5,0.6249999999999999
0.07665004268320079,0.01324634242783709,0.13952225841476656,0.0,0.031746031746031744,1,0,1,0,1,1,0,1,0,1,0,1,0,0.23863636363636365,1,0,0.03445494182113054,1.4803112498114203e-05,0.5191899153555236,0.625,0.5833333333333333
0.004627757559419508,0.004448398576512456,0.035830618892508145,0.0,0.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0.028409090909090905,1,0,0.001912239714082215,0.0,0.25685979851950796,0.625,0.7708333333333333
0.008491710473109582,0.0034598655595096876,0.09663409337676439,0.0019071837253655435,0.0,1,1,0,1,0,1,0,1,0,1,0,0,1,0.19886363636363638,1,0,0.0008300701950664959,3.44593716176952e-05,0.4765372318386176,0.625,0.6249999999999999
0.1671384283596172,0.017694741004349545,0.08360477741585234,0.0019071837253655435,0.031746031746031744,1,1,0,0,1,1,0,1,0,0,1,0,1,0.0965909090909091,1,0,0.0033926917822966183,2.1495418199236657e-05,0.45508176687961643,0.625,0.7499999999999999
0.07035988677719368,0.010873863187030448,0.16015200868621066,0.02256834075015893,0.015873015873015872,1,1,0,0,1,1,0,0,1,0,1,0,1,0.5738636363636364,1,0,0.0002769014548481997,1.4268161538828429e-05,0.4770983224303128,0.625,0.7916666666666666
0.07512243339174192,0.06198102016607355,0.5912052117263844,0.0034965034965034965,0.06349206349206349,1,1,0,0,1,1,0,1,0,1,0,0,1,0.4715909090909091,1,0,0.0004379241053305445,0.00011250338980384165,0.4758951467452522,0.625,0.7499999999999999
0.0435368648065777,0.006820877817319099,0.11400651465798047,0.07406230133502861,0.015873015873015872,1,0,1,0,1,1,0,0,1,0,1,0,1,0.07954545454545456,1,0,0.0035837716062195914,2.9981802540551857e-05,0.2861383256691321,0.625,0.6666666666666666
0.32830120860852763,0.037366548042704624,0.12975027144408252,0.8328035600762873,0.47619047619047616,1,0,1,0,1,1,0,0,1,0,1,0,1,0.11931818181818182,1,0,0.0018472005311491067,3.6994735528201895e-05,0.534764580399068,0.5,0.6249999999999999
0.19050186458192928,0.10003954132068012,0.7866449511400652,0.18372536554354738,0.3968253968253968,1,0,1,0,1,1,0,0,1,1,0,0,1,0.46022727272727276,0,1,0.0008419419083826642,3.147980189135313e-05,0.44597360721054596,0.625,0.7083333333333333
0.0033247966931751805,0.0015816528272044287,0.02280130293159609,0.027972027972027972,0.0,1,1,0,0,1,0,1,1,0,1,0,0,1,0.20454545454545456,0,1,0.0011375668213822571,8.801109778032964e-05,0.522935065638355,0.75,0.5416666666666666
0.3084872175046053,0.045769078687228154,0.1791530944625407,0.6929434202161475,0.07936507936507936,1,0,1,0,1,1,0,0,1,0,1,0,1,0.22159090909090912,0,1,0.004742696247594007,0.0003129912627793523,0.2765611342846851,0.5,0.7083333333333333
0.04340207575144898,0.006820877817319099,0.1726384364820847,0.0009535918626827717,0.0,1,1,0,0,1,1,0,0,1,0,1,0,1,0.3522727272727273,1,0,0.0614230031197278,3.92989665756186e-06,0.47132476065324264,0.625,0.7083333333333333
0.01734285842656243,0.008699090549624358,0.11129207383279045,0.007946598855689765,0.015873015873015872,1,1,0,0,1,1,0,0,1,0,1,1,0,0.8409090909090908,1,0,0.0019096689643972066,9.691698267476774e-06,0.42589039106417315,0.625,0.7083333333333333
0.16907040481646224,0.11555950968762357,0.8914223669923996,0.010171646535282899,0.1111111111111111,1,1,0,0,1,1,0,0,1,1,0,0,1,0.7727272727272727,1,0,0.00012385819812076108,0.00013657559398900604,0.5973777956509208,0.625,0.6249999999999999
0.023453295592397897,0.031534203242388294,0.43051031487513575,0.003178639542275906,0.1746031746031746,1,0,1,0,1,0,1,0,1,0,1,0,1,0.36363636363636365,1,0,0.0005273387121598914,9.121598369389907e-06,0.4654546406974878,0.625,0.5833333333333333
0.27744080513995595,0.0357848952155002,0.1726384364820847,0.057533375715193895,0.1746031746031746,1,0,1,0,1,1,0,1,0,0,1,0,1,0.6534090909090908,1,0,0.0015175260893772516,1.5744368066705566e-05,0.589551869999213,0.625,0.6249999999999999
0.01563553039493193,0.02589956504547252,0.8213897937024973,0.008900190718372537,0.015873015873015872,1,1,0,0,1,1,0,0,1,0,1,0,1,0.125,1,0,0.0006114257705072134,3.526308873997381e-05,0.47077075707796645,0.75,0.9166666666666666
0.0217459675607674,0.022933965994464216,0.23398479913137896,0.003178639542275906,0.0,1,1,0,0,1,0,1,1,0,1,0,0,1,0.9034090909090909,1,0,0.030136623238356464,9.691698267476774e-06,0.6344165692658763,0.5,0.6249999999999999
0.09839601024396818,0.004547251878212732,0.06623235613463627,0.004767959313413859,0.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.42045454545454547,1,0,0.007645548776787334,2.5856499314806032e-05,0.524664989101913,0.625,0.7916666666666666
0.00521184346497731,0.0021747726374060894,0.026601520086862108,0.0050858232676414495,0.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.7897727272727273,1,0,0.008499196997311295,3.44593716176952e-05,0.42850163571485994,0.625,0.7916666666666666
0.021656108190681582,0.0025701858442071968,0.03963083604777416,0.001589319771137953,0.0,1,1,0,1,0,1,0,1,0,1,0,0,1,0.7386363636363636,1,0,0.0006062419891191353,2.8133137087448784e-05,0.4176970233765503,0.75,0.6666666666666666
0.0154558116547603,0.004843811783313562,0.010857763300760045,0.011760966306420852,0.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0.06818181818181819,1,0,0.0006256865002361322,6.590544205338383e-05,0.4110515335462685,0.625,0.6249999999999999
0.08109808150244867,0.025504151838671413,0.10369163952225842,0.0012714558169103624,0.2222222222222222,1,0,1,0,1,1,0,0,1,0,1,0,1,0.6875,1,0,0.0004723061937237712,1.6531314312986484e-05,0.5290272124844094,0.5,0.6666666666666666
0.03360740441209507,0.008402530644523527,0.249728555917481,0.02542911633820725,0.015873015873015872,1,0,1,0,1,1,0,0,1,0,1,0,1,0.36363636363636365,1,0,0.0637658509511912,5.029205587447408e-05,0.4924066870343377,0.625,0.6666666666666666
0.15262614009075795,0.017101621194147886,0.21172638436482086,0.0009535918626827717,0.031746031746031744,1,0,1,0,1,1,0,1,0,0,1,0,1,0.6647727272727273,1,0,0.001000414352651738,9.969651164527007e-06,0.5136318043316833,0.625,0.5
0.24985397852361055,0.058026888098062473,0.16015200868621066,0.0012714558169103624,0.14285714285714285,1,1,0,1,0,1,0,0,1,0,1,0,1,0.8579545454545454,1,0,0.0008741670393879785,0.00010328113725941479,0.35347832815446206,0.625,0.8333333333333333
0.15842206946129306,0.025405298536971134,0.25678610206297503,0.0025429116338207248,0.015873015873015872,1,0,1,0,1,1,0,0,1,0,1,1,0,0.3693181818181818,1,0,0.0010662498182737296,3.7263440001080444e-05,0.453808286182728,0.625,0.7083333333333333
0.016668913150918813,0.04082641360221431,0.038002171552660155,0.002860775588048315,0.09523809523809523,1,1,0,1,0,1,0,1,0,0,1,0,1,0.13636363636363638,1,0,0.0009331283119282051,0.00012675790649560907,0.4939107255217671,0.5,0.6666666666666666
0.06114930134339758,0.014729141953341242,0.251357220412595,0.09186268277177369,0.031746031746031744,1,1,0,1,0,1,0,1,0,0,1,0,1,0.18181818181818182,1,0,0.003935875113122533,1.8539396243025685e-05,0.5105303757996672,0.625,0.7499999999999999
0.03985263063305926,0.0276789244760775,0.2725298588490771,0.004132231404958678,0.015873015873015872,1,0,1,0,1,1,0,0,1,1,0,0,1,0.5397727272727272,1,0,0.0001934530601673515,5.893955869451939e-05,0.4255473269621757,0.6875,0.5833333333333333
0.1471896482005661,0.012356662712534598,0.2980456026058632,0.0712015257469803,0.031746031746031744,1,0,1,0,1,1,0,0,1,0,1,0,1,0.4090909090909091,1,0,0.009095587288588416,1.3462423316880922e-05,0.5246350624590956,0.625,0.6249999999999999
0.043626724176663516,0.004744958481613286,0.06080347448425624,0.0025429116338207248,0.015873015873015872,1,1,0,0,1,0,1,0,1,0,1,0,1,0.3068181818181818,1,0,0.002282091536291511,1.378374864707808e-05,0.4769679156054177,0.625,0.5416666666666666
0.3672103158556858,0.022835112692763938,0.23507057546145496,0.13127781309599493,0.047619047619047616,1,0,1,0,1,1,0,0,1,1,0,0,1,0.6477272727272727,1,0,8.84039657290604e-06,3.0728907534311686e-05,0.5883646011571673,0.5,0.5416666666666666
0.032708810711236914,0.011862396204033215,0.2204125950054289,0.0050858232676414495,0.015873015873015872,1,0,1,1,0,1,0,0,1,0,1,0,1,0.14772727272727273,1,0,7.513373842671738e-05,2.0476545445452993e-05,0.4231565756844908,0.625,0.5833333333333333
0.015725389765017746,0.004547251878212732,0.06243213897937025,0.07628734901462174,0.015873015873015872,1,1,0,0,1,1,0,1,0,1,0,0,1,0.33522727272727276,1,0,0.0002936865827778148,2.2762153729119766e-05,0.5105001371015057,0.625,0.8333333333333333
0.21278698836321155,0.04092526690391459,0.6492942453854507,0.05276541640178004,0.031746031746031744,1,0,1,0,1,1,0,0,1,0,1,0,1,0.8977272727272727,1,0,0.001461870185392529,9.541833029091512e-05,0.47807112122731016,0.625,0.8333333333333333
0.03288852945140854,0.018880980624752866,0.3561346362649294,0.0003178639542275906,0.015873015873015872,1,0,1,0,1,1,0,0,1,0,1,0,1,0.8920454545454545,1,0,0.0014126444742308657,7.785799445002262e-06,0.3787278071163939,0.625,0.7083333333333333
0.02318371748214045,0.004547251878212732,0.05211726384364821,0.008900190718372537,0.0,1,1,0,0,1,1,0,0,1,0,1,0,1,0.5738636363636364,1,0,0.025392298923968246,2.0106941788714096e-05,0.5609137380548032,0.5,0.5416666666666666
0.13186862560093454,0.01818900751285093,0.16395222584147667,0.0003178639542275906,0.07936507936507936,1,0,1,0,1,1,0,0,1,0,1,0,1,0.27272727272727276,1,0,0.00021823002898560054,6.383554261940106e-06,0.3710892783138441,0.625,0.6249999999999999
0.04627757559419508,0.036476868327402136,0.10966340933767645,0.0003178639542275906,0.20634920634920634,1,0,1,1,0,0,1,0,1,1,0,0,1,0.1534090909090909,1,0,0.0014854415332892865,8.07074756309177e-05,0.5402550061727852,0.625,0.6874999999999999
0.09143190906231746,0.02066034005535785,0.09120521172638436,0.06865861411315957,0.031746031746031744,1,1,0,0,1,1,0,0,1,0,1,0,1,0.17613636363636365,1,0,0.0005158026680116565,6.554070631326166e-05,0.4736098693252901,0.625,0.7916666666666666
0.14161836725524554,0.01601423487544484,0.19109663409337677,0.007310870947234584,0.1111111111111111,1,1,0,0,1,1,0,1,0,1,0,0,1,0.34090909090909094,1,0,0.00015625726800644647,6.845575743630429e-06,0.42728607693759735,0.625,0.6666666666666666
0.275463898998068,0.048240411229735075,0.1986970684039088,0.33630006357279085,0.15873015873015872,1,1,0,1,0,1,0,1,0,0,1,0,1,0.3465909090909091,1,0,0.00012687522266610065,0.0002792084362588982,0.44583159959664737,0.625,0.5416666666666666
0.17531563103742642,0.028667457493080268,0.18838219326818675,0.2917991099809282,0.19047619047619047,1,1,0,0,1,0,1,1,0,0,1,0,1,0.6534090909090908,1,0,0.00028899979110381523,7.770528342009851e-05,0.501482101346933,0.625,0.7083333333333333
0.1957586377319495,0.022835112692763938,0.08251900108577634,0.028607755880483154,0.0,1,1,0,1,0,1,0,0,1,1,0,0,1,0.20454545454545456,1,0,0.003934168937329701,3.2154728843903746e-05,0.3896344631825012,0.625,0.5833333333333333
0.8451273756570966,0.0677145116646896,0.3735070575461455,0.003814367450731087,0.4603174603174603,1,0,1,0,1,1,0,1,0,0,1,0,1,0.9034090909090909,1,0,0.020720554255295162,0.00011456229686935509,0.44292148232339745,0.625,0.7083333333333333
0.1483578200116817,0.036575721629102415,0.507057546145494,0.03273998728544183,0.1111111111111111,1,0,1,0,1,1,0,0,1,0,1,0,1,0.42613636363636365,1,0,0.0008919404266503666,3.355746658333484e-05,0.5132646366194178,0.625,0.5833333333333333
0.0071887496068652555,0.002273625939106366,0.12323561346362649,0.0003178639542275906,0.0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.40340909090909094,0,1,0.004370545710622546,1.1777253590857854e-05,0.6398254394660252,0.5,0.5416666666666666
0.2696679696275329,0.026888098062475288,0.18241042345276873,0.0,0.23809523809523808,1,0,1,0,1,1,0,0,1,1,0,0,1,0.5909090909090908,1,0,0.00014189678350228762,9.612805294729626e-06,0.4481171283232367,0.625,0.7083333333333333
0.08001976906141887,0.010379596678529062,0.23181324647122695,0.0743801652892562,0.0,1,1,0,1,0,1,0,1,0,0,1,0,1,0.6647727272727273,1,0,0.0008670794773485828,4.388693555083823e-05,0.5663338762574153,0.75,0.7916666666666666
0.05319674709080289,0.00741399762752076,0.0749185667752443,0.0,0.0,1,0,1,0,1,1,0,0,1,1,0,0,1,0.4943181818181818,1,0,0.0017178224466067298,7.187662921115823e-06,0.4613135526720303,0.625,0.6666666666666666
0.5912297254796244,0.04952550415183867,0.3783930510314875,0.025111252383979658,0.1746031746031746,1,0,1,0,1,1,0,0,1,0,1,0,1,0.4715909090909091,1,0,0.000714194887898007,0.0002873686508373331,0.4852575756434749,0.625,0.5833333333333333
0.012580311812014197,0.0049426650850138395,0.6910966340933768,0.0025429116338207248,0.015873015873015872,1,1,0,1,0,1,0,1,0,1,0,0,1,0.08522727272727273,1,0,0.0015627618136775977,2.9905811796785477e-05,0.5613833695107697,0.625,0.7916666666666666
0.23529676056970839,0.024219058916567813,0.13083604777415853,0.03655435473617292,0.06349206349206349,1,0,1,0,1,0,1,1,0,1,0,0,1,0.8920454545454545,1,0,0.0012893799994328713,2.023928677156189e-05,0.6385681650124796,0.625,0.4583333333333333
0.027452037561216693,0.00860023724792408,0.09391965255157438,0.0003178639542275906,0.015873015873015872,1,1,0,0,1,0,1,0,1,0,1,0,1,0.9034090909090909,1,0,0.07385259498345899,2.6143556318218343e-05,0.5191252834052512,0.625,0.7083333333333333
0.03751628701082805,0.010972716488730725,0.4169381107491857,0.01144310235219326,0.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0.17045454545454547,1,0,0.0027041727783377457,3.4977557657059033e-05,0.5608522684236054,0.625,0.8333333333333333
0.05333153614593161,0.004349545274812179,0.0738327904451683,0.006039415130324221,0.015873015873015872,1,1,0,0,1,1,0,0,1,0,1,0,1,0.3522727272727273,1,0,0.002543241740397578,5.533408016775186e-06,0.4007258138078973,0.625,0.6666666666666666
0.09817136181875365,0.0073151443258204826,0.18729641693811075,0.010171646535282899,0.015873015873015872,1,1,0,0,1,1,0,1,0,0,1,0,1,0.5454545454545454,1,0,0.016944208364778165,2.4358377693293663e-05,0.48993026876217116,0.625,0.7499999999999999
0.006649593386350361,0.02461447212336892,0.2975027144408252,0.0003178639542275906,0.015873015873015872,1,1,0,0,1,1,0,0,1,1,0,0,1,0.5454545454545454,1,0,0.0010565661103620015,7.699887175264306e-05,0.3636206608667615,0.75,0.6666666666666666
0.04820955205104012,0.008797943851324635,0.12866449511400652,0.016846789574062302,0.015873015873015872,1,0,1,1,0,1,0,0,1,0,1,0,1,0.8068181818181818,0,1,0.0006513362481648829,1.6981419442725878e-05,0.37724369677742525,0.625,0.6666666666666666
0.005706070000449297,0.002273625939106366,0.08251900108577634,0.0003178639542275906,0.0,1,1,0,1,0,1,0,1,0,0,1,0,1,0.26136363636363635,1,0,0.0017899763962542091,3.025700922529335e-05,0.5737653177166268,0.625,0.5416666666666666
0.07193242575369546,0.014531435349940688,0.2198697068403909,0.002860775588048315,0.047619047619047616,1,0,1,0,1,1,0,0,1,0,1,0,1,0.9034090909090909,0,1,0.00045516148854189714,1.3408063768539297e-05,0.5059162872116005,0.625,0.5416666666666666
0.03163049827020713,0.012752075919335706,0.20629750271444083,0.003814367450731087,0.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0.3522727272727273,1,0,0.000805554241783381,9.629535771300539e-05,0.493015134159954,0.5,0.6249999999999999
