statuses_count,followers_count,friends_count,favourites_count,listed_count,description,account_type,url_present_0,url_present_1,location_present_0,location_present_1,default_profile_present_0,default_profile_present_1,geo_enabled_present_0,geo_enabled_present_1,profile_banner_url_present_0,profile_banner_url_present_1,profile_use_background_image_present_0,profile_use_background_image_present_1,description_num_char,description_contains_link_False,description_contains_link_True,avg_retweets,avg_favorites,avg_length,median_day_of_tweeting,median_time_of_tweeting
0.00044929685042907847,0.0005931198102016608,0.31107491856677527,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.46506094506595425,0.4375,0.7708333333333333
4.4929685042907847e-05,0.001383946223803875,0.3349619978284474,0.0,0.015873015873015872,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.022844975368569213,0.0,0.7651527800968442,0.75,0.4166666666666667
0.00044929685042907847,0.0012850929221035984,0.2926167209554832,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.4656036066121222,0.625,0.7499999999999999
4.4929685042907847e-05,0.00019770660340055358,0.1764386536373507,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.14651861746535313,0.625,0.6249999999999999
4.4929685042907847e-05,0.00019770660340055358,0.2209554831704669,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.08139923192519619,0.75,0.20833333333333331
0.0,0.0006919731119019375,0.33279044516829537,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008896797153024912,0.3235613463626493,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0014826796064159589,0.0016805061289047055,0.2785016286644951,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.3782186533898005,0.5,0.5416666666666666
0.004987195039762771,0.0002965599051008304,0.3794788273615635,0.0,0.015873015873015872,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0753355749974381,0.0006401855736314934,0.6561226162337374,0.625,0.5416666666666666
0.00017971874017163139,0.00019770660340055358,0.28121606948968514,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.43412923693437966,0.5625,0.7916666666666666
0.0292042952778901,0.0026690391459074734,0.30401737242128124,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.2159090909090909,1,0,4.16423174782523e-07,1.4313892825811854e-06,0.3657705793955585,0.75,0.3333333333333333
0.00017971874017163139,0.0011862396204033216,0.2768729641693811,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.08004257805977624,0.75,0.4375
0.0,0.00019770660340055358,0.23235613463626495,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
8.985937008581569e-05,0.00039541320680110717,0.18241042345276873,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.45854900651193853,0.875,0.7083333333333333
0.005346632520106033,0.0014827995255041518,0.2236699239956569,0.0,0.0,False,0,0,1,0,1,1,0,1,0,1,0,0,1,0.6022727272727273,1,0,0.013388634953051903,1.5637025776096982e-05,0.3251865114053636,0.625,0.6666666666666666
0.0006290155906007099,0.00039541320680110717,0.30944625407166126,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.3100923120959855,0.875,0.8333333333333333
0.0013029608662443275,0.0009885330170027679,0.23832790445168298,0.0022250476795931343,0.0,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.4147727272727273,1,0,0.0,3.322867977420608e-05,0.24439150347064853,0.75,0.6666666666666666
0.001168171811115604,0.0005931198102016608,0.2909880564603692,0.0,0.0,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.19886363636363638,1,0,0.0,0.0,0.4220237101352479,0.6875,0.8749999999999999
0.0002695781102574471,0.0005931198102016608,0.3208469055374593,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.3672009795736628,0.6875,0.8333333333333333
0.0008536640158152491,0.0021747726374060894,0.2757871878393051,0.0003178639542275906,0.0,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.125,1,0,0.0,4.896858071988265e-05,0.26733221432274956,0.375,0.7499999999999999
0.0,0.0002965599051008304,0.3403908794788274,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0007908264136022143,0.28338762214983715,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
8.985937008581569e-05,0.00039541320680110717,0.2909880564603692,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,1,0,0.0,0.0,0.24691100350642842,0.6875,0.5416666666666666
0.011951296221413487,0.003855278766310795,0.15526601520086863,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,0.0013702670701330622,0.0005106723417930619,0.5298498374840088,0.625,0.7083333333333333
0.0075931167722514264,0.003262158956109134,0.3338762214983714,0.0019071837253655435,0.0,False,0,1,0,0,1,1,0,0,1,0,1,0,1,0.08522727272727273,1,0,0.0008607146697235686,0.003782170912051055,0.3869273154629641,0.625,0.7083333333333333
0.009120726063710293,0.020067220245156187,0.45385450597176985,0.0,0.0,False,0,0,1,0,1,1,0,0,1,1,0,0,1,0.24431818181818182,1,0,3.466774213706719e-06,0.0,0.5058247180586412,0.625,0.2916666666666667
0.00044929685042907847,0.0009885330170027679,0.2014115092290988,0.0,0.0,False,0,1,0,1,0,1,0,1,0,0,1,0,1,0.0,1,0,0.00045473410686251513,0.00018608060673555409,0.2637335114376356,0.8125,0.7499999999999999
0.0,0.0002965599051008304,0.28664495114006516,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.17045454545454547,1,0,0.0,0.0,0.0,0.0,0.0
0.00417846070899043,0.002075919335705813,0.18729641693811075,0.0,0.015873015873015872,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.3181818181818182,1,0,0.00024125386104248344,2.0226152906038487e-05,0.5234914372000842,0.625,0.6874999999999999
0.0004942265354719864,0.00019770660340055358,0.32736156351791534,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,4.921364792884363e-06,0.0,0.23926440899224335,0.5,0.4166666666666667
0.0009435233859010647,0.0010873863187030447,0.1769815418023887,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.4098386724868608,0.75,0.5
0.0003145077953003549,9.885330170027679e-05,0.241042345276873,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.05113636363636364,1,0,0.0,0.0,0.24419769577558856,0.375,0.9583333333333333
0.00521184346497731,0.011071569790431,0.3355048859934854,0.0006357279084551812,0.0,False,0,0,1,0,1,1,0,1,0,1,0,0,1,0.09090909090909091,1,0,8.866941738903722e-06,0.00011229002130593782,0.41270346209429926,0.5,0.5833333333333333
8.985937008581569e-05,0.0014827995255041518,0.3805646036916395,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.28489731173818666,0.75,0.4166666666666667
4.4929685042907847e-05,0.0002965599051008304,0.22801302931596093,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.08522727272727273,1,0,0.0,0.0,0.1410920020036734,0.25,0.4166666666666667
0.0,0.0002965599051008304,0.2991313789359392,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.00022464842521453923,0.00019770660340055358,0.26601520086862107,0.0003178639542275906,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.32125563533144097,0.375,0.8749999999999999
0.00022464842521453923,0.0016805061289047055,0.33061889250814336,0.0,0.0,False,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.39614292870262147,0.75,0.5
4.4929685042907847e-05,0.001878212732305259,0.242128121606949,0.0012714558169103624,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0005413501272172799,0.006512821235744393,0.7108866254800467,0.375,0.2916666666666667
0.0035943748034326277,0.0039541320680110716,0.3393051031487514,0.0012714558169103624,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0055238270575930296,0.013284742050487658,0.3674299506901894,0.625,0.7083333333333333
0.0008985937008581569,0.0016805061289047055,0.1959826275787188,0.0,0.0,False,0,1,0,1,0,1,0,0,1,1,0,0,1,0.0,1,0,0.0028475016691628923,0.004745055471756629,0.3258682584738687,0.625,0.6666666666666666
0.0010783124410297883,0.0030644523527085807,0.30184581976112923,0.0,0.0,False,0,1,0,1,0,0,1,0,1,1,0,0,1,0.0,1,0,0.0,0.0,0.384837479824122,0.5625,0.6874999999999999
4.4929685042907847e-05,0.0014827995255041518,0.2937024972855592,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.08682584738687593,0.875,0.7083333333333333
0.000584085905557802,0.0005931198102016608,0.30781758957654726,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.3998998163299382,0.25,0.375
0.001752257716673406,0.0,0.10532030401737243,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,1.9433081489851073e-05,4.771297608603951e-05,0.3958646407302276,0.625,0.9583333333333333
0.0002695781102574471,0.0025701858442071968,0.241042345276873,0.0,0.0,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.5,1,0,0.0,0.0,0.43593810875493955,0.625,0.6874999999999999
0.0,0.0006919731119019375,0.30347448425624324,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.14552724985397852,0.012752075919335706,0.32899022801302935,0.0003178639542275906,0.015873015873015872,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.4715909090909091,1,0,0.0012937938477775364,0.0013066185506599383,0.2618546262508714,0.625,0.5416666666666666
8.985937008581569e-05,0.0002965599051008304,0.28610206297502716,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.31474369677742525,0.4375,0.7291666666666666
0.0,0.0005931198102016608,0.30564603691639525,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0003145077953003549,0.0004942665085013839,0.08360477741585234,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.4682393912649381,0.625,0.4583333333333333
0.011546929056027317,0.00583234480031633,0.30944625407166126,0.0,0.031746031746031744,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.39772727272727276,1,0,0.004922915884511692,0.011458076270778769,0.44065384462955104,0.625,0.4583333333333333
8.985937008581569e-05,0.00039541320680110717,0.24321389793702497,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.2686174653531474,0.3125,0.5
0.00017971874017163139,0.0006919731119019375,0.3165038002171553,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.49789196860911666,0.75,0.5416666666666666
0.00013478905512872354,0.0012850929221035984,0.2953311617806732,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.18631379751767127,0.75,0.7083333333333333
8.985937008581569e-05,0.00039541320680110717,0.3387622149837134,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0895391551177158,0.75,0.7499999999999999
0.00013478905512872354,0.0004942665085013839,0.17372421281216072,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.3103921179421477,0.0006202686891185135,0.26952190126342734,0.5,0.7499999999999999
8.985937008581569e-05,0.0006919731119019375,0.3127035830618893,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.13566538654199364,0.75,0.8958333333333333
0.0,0.00039541320680110717,0.1487513572204126,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
4.4929685042907847e-05,0.00019770660340055358,0.1976112920738328,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.1193855401569544,0.625,0.6666666666666666
4.4929685042907847e-05,0.00039541320680110717,0.2187839305103149,0.0003178639542275906,0.015873015873015872,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0009304030336777704,0.09225246284855568,0.25,0.9166666666666666
0.0,0.00039541320680110717,0.3349619978284474,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
4.4929685042907847e-05,0.0007908264136022143,0.3213897937024973,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.553514777091334,0.25,0.5416666666666666
0.08541133126656782,0.004250691973111902,0.33333333333333337,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,1,0,1.9954980992738067e-07,0.0,0.8005043650765389,0.625,0.6249999999999999
0.0,0.0015816528272044287,0.22909880564603693,0.0,0.0,False,0,1,0,0,1,1,0,0,1,0,1,0,1,0.5340909090909091,1,0,0.0,0.0,0.0,0.0,0.0
0.002111695197016669,0.0004942665085013839,0.26167209554831705,0.0025429116338207248,0.015873015873015872,False,0,0,1,0,1,1,0,0,1,1,0,0,1,0.0,1,0,1.1518087813133614e-06,5.938742768155981e-05,0.28553234120710663,0.625,0.24999999999999997
0.0004043671653861706,0.0029655990510083037,0.21389793702497287,0.0,0.031746031746031744,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.014520213412250153,0.08508018852408945,0.4498061260458989,0.5,0.6666666666666666
0.00035943748034326277,0.0006919731119019375,0.19001085776330076,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.29642886959425613,0.25,0.20833333333333331
0.0,0.0012850929221035984,0.507600434310532,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.00017971874017163139,0.0004942665085013839,0.30293159609120524,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.6959634329604274,0.75,0.4375
0.00013478905512872354,0.0,0.20846905537459284,0.0,0.0,False,0,1,0,1,0,0,1,0,1,1,0,0,1,0.0,1,0,0.0,0.0,0.09406133466911559,0.625,0.7499999999999999
0.0005391562205148942,0.0011862396204033216,0.20249728555917482,0.0,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.6068764957978515,0.75,0.9166666666666666
0.0006290155906007099,0.002075919335705813,0.08686210640608036,0.0,0.0,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.0,1,0,5.800179934470856e-05,0.0,0.4221131598406603,0.3125,0.5624999999999999
0.0013928202363301433,0.00039541320680110717,0.247014115092291,0.0006357279084551812,0.0,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.0,1,0,1.2631502968403199e-05,0.00018608060673555409,0.20096565926420656,0.5,0.5416666666666666
4.4929685042907847e-05,0.0009885330170027679,0.2915309446254072,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.1790783102354316,0.625,0.5416666666666666
0.002111695197016669,0.0029655990510083037,0.41042345276872966,0.0,0.0,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.0,1,0,0.0020502196307377834,0.00013857066459030623,0.43574567558253957,0.625,0.7083333333333333
0.029294154647975915,0.0004942665085013839,0.30618892508143325,0.003814367450731087,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.04895455712043467,0.03223045453789281,0.7412259495225184,0.25,0.4166666666666667
0.031046412364649324,0.017002767892447607,0.47448425624321394,0.0,0.031746031746031744,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.30113636363636365,1,0,0.03706392800247591,2.9257957033892152e-06,0.45732033886023743,0.625,0.5833333333333333
0.005032124724805679,0.0015816528272044287,0.22801302931596093,0.0,0.0,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.24431818181818182,1,0,4.5918091147894276e-05,0.0004818158567259883,0.5159160842496958,0.625,0.6666666666666666
0.0,0.00039541320680110717,0.1237785016286645,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0004043671653861706,0.00019770660340055358,0.07600434310532031,0.0003178639542275906,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,6.015001413525332e-06,0.00010337811485308559,0.43654106602845955,0.75,0.4166666666666667
0.025834568899672013,0.007512850929221036,0.4598262757871879,0.004450095359186269,0.015873015873015872,False,0,1,0,1,0,0,1,0,1,0,1,0,1,0.0,1,0,0.015013634480585058,0.01828808079424824,0.3767908714477423,0.875,0.7499999999999999
4.4929685042907847e-05,0.0004942665085013839,0.3523344191096634,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.30931708131574553,0.375,0.08333333333333333
0.0004043671653861706,0.00019770660340055358,0.2676438653637351,0.0,0.0,False,0,1,0,0,1,0,1,1,0,0,1,0,1,0.5511363636363636,1,0,0.0,0.0,0.5776330680321329,0.625,0.2916666666666667
0.004403109134204969,0.004250691973111902,0.20575461454940283,0.0,0.0,False,0,0,1,0,1,1,0,0,1,1,0,0,1,0.5454545454545454,1,0,0.0,0.0,0.5403912274544147,0.5,0.5416666666666666
0.00044929685042907847,0.00039541320680110717,0.19326818675352878,0.0003178639542275906,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.0,9.304030336777704e-05,0.40591083653364496,0.75,0.3333333333333333
0.009030866693624478,0.0014827995255041518,0.3197611292073833,0.0003178639542275906,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.5738636363636364,1,0,0.0006945979990514254,0.0030411681250064435,0.4156895435994181,0.875,0.7499999999999999
0.00022464842521453923,0.00039541320680110717,0.21172638436482086,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.06249999999999999,1,0,0.0,0.0,0.3331941893471364,0.375,0.2916666666666667
0.0007188749606865255,0.00039541320680110717,0.2985884907709012,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.3903771497745867,0.25,0.5
0.0069641011816507165,0.003262158956109134,0.38979370249728557,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,1.1176260690937391e-05,6.002600217275938e-06,0.5296726794822766,0.5,0.5833333333333333
0.0004942265354719864,0.00276789244760775,0.2958740499457112,0.0,0.0,False,0,0,1,0,1,1,0,1,0,1,0,0,1,0.0,1,0,4.921364792884363e-06,0.0,0.254064269342279,0.5,0.8333333333333333
0.00044929685042907847,0.001383946223803875,0.34636264929424543,0.0,0.0,False,0,0,1,0,1,1,0,1,0,1,0,0,1,0.0,1,0,5.413501272172799e-06,9.304030336777704e-05,0.30823175822340954,0.75,0.20833333333333331
0.002650851417531563,0.0006919731119019375,0.026601520086862108,0.0012714558169103624,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,8.874592249463606e-07,0.0,0.4013026614366776,0.5,0.2916666666666667
0.00017971874017163139,0.00019770660340055358,0.23995656894679698,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.09360911671397562,0.375,0.9374999999999999
0.0003145077953003549,0.004744958481613286,0.32519001085776333,0.0,0.031746031746031744,False,0,1,0,0,1,1,0,0,1,1,0,0,1,0.0,1,0,0.0,0.0,0.4349044677146196,0.75,0.4166666666666667
4.4929685042907847e-05,0.0010873863187030447,0.3197611292073833,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.14651861746535313,0.625,0.5
0.013658624253043986,0.003855278766310795,0.2665580890336591,0.0022250476795931343,0.015873015873015872,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.022727272727272728,1,0,0.005945560902157307,0.018823005268794497,0.388889531798396,0.5,0.7499999999999999
0.040391786853574155,0.0009885330170027679,0.3773072747014115,0.006357279084551812,0.0,False,0,1,0,1,0,1,0,0,1,1,0,0,1,0.0,1,0,0.15070147946636991,2.1789298212594154e-06,0.5563297544326973,0.375,0.5833333333333333
0.0,0.00019770660340055358,0.22529858849077092,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
8.985937008581569e-05,0.00019770660340055358,0.241585233441911,0.0,0.0,False,0,0,1,0,1,0,1,1,0,1,0,0,1,0.27840909090909094,1,0,0.0,0.0,0.6294873935548505,0.625,0.3541666666666667
0.0,0.00019770660340055358,0.33170466883821936,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
0.0006739452756436178,0.0007908264136022143,0.25950054288816504,0.0003178639542275906,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.298102076028274,0.5,0.9999999999999999
0.028530350002246484,0.0030644523527085807,0.24484256243213898,0.009535918626827717,0.031746031746031744,False,0,0,1,0,1,1,0,0,1,1,0,0,1,0.0,1,0,0.05655510389403832,0.2055446989115471,0.37591484333567493,0.625,0.6666666666666666
0.00017971874017163139,0.0006919731119019375,0.242128121606949,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.07386363636363637,1,0,0.0,0.0,0.32559692770078474,0.625,0.9583333333333333
0.029968099923619533,0.0006919731119019375,0.3338762214983714,0.004767959313413859,0.0,False,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,1,0,0.05671916347606224,1.008176661879937e-05,0.703317924967704,0.25,0.3333333333333333
8.985937008581569e-05,0.0008896797153024912,0.3376764386536374,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.491108699282017,1.0,0.4375
4.4929685042907847e-05,0.0,0.2915309446254072,0.0,0.0,False,0,1,0,0,1,0,1,1,0,1,0,0,1,0.07386363636363637,1,0,0.0,0.0,0.20621138754383034,1.0,0.20833333333333331
8.985937008581569e-05,0.0021747726374060894,0.2236699239956569,0.0,0.015873015873015872,False,0,0,1,0,1,1,0,0,1,1,0,0,1,0.0,1,0,0.00010827002544345598,0.0,0.4775421606278176,0.5625,0.3958333333333333
0.0032798670081322727,0.004052985369711349,0.3148751357220413,0.0003178639542275906,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,3.823574111004536e-05,0.30656660498585303,0.625,0.6249999999999999
0.0005391562205148942,0.0006919731119019375,0.2920738327904452,0.0,0.0,False,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.45086130127455887,0.5625,0.6041666666666666
0.0013928202363301433,9.885330170027679e-05,0.16340933767643867,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.014930785766799171,6.002600217275938e-05,0.5232307617729277,0.625,0.6249999999999999
0.0004942265354719864,0.0005931198102016608,0.24375678610206297,0.0,0.0,False,0,1,0,0,1,0,1,0,1,1,0,0,1,0.0,1,0,0.0,0.0,0.3601299351842013,0.5,0.375
0.00044929685042907847,0.0016805061289047055,0.3154180238870793,0.0012714558169103624,0.0,False,0,1,0,1,0,0,1,0,1,1,0,0,1,0.0,1,0,0.0,0.0,0.428159959926532,0.5625,0.6874999999999999
0.0012580311812014197,0.0017793594306049823,0.32899022801302935,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.39168535171624164,0.25,0.125
4.4929685042907847e-05,0.0002965599051008304,0.1976112920738328,0.0,0.0,False,0,1,0,1,0,0,1,1,0,0,1,0,1,0.0,1,0,0.0,0.0,0.3852896977792619,1.0,0.3333333333333333
0.00035943748034326277,0.00039541320680110717,0.2220412595005429,0.0,0.0,False,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,1,0,0.0,0.0,0.20010644514944062,0.375,0.7916666666666666
0.0013029608662443275,0.006524317912218268,0.43322475570032576,0.0,0.0,False,0,1,0,0,1,1,0,1,0,1,0,0,1,0.5227272727272727,1,0,0.0,0.0,0.4399301017382442,0.5,0.5416666666666666
